status,cert_num,url,company_num,name,address,location,valid_from,valid_to,scope,body,notes
expired,SGS/KZR/0222,,694/7999/DD/17,SILOPOL PŁOCK  Sp. z o.o.,"09-401 Płock, ul. Portowa 2a","99-322 Kutno, Oporów 36a; 09-100 Płońsk, ul. Mazowiecka 7",2018-08-01,2019-07-31,,SGS Polska Sp. z o. o.,
expired,DEKRA-710816022/2,,548/7999/DD/16,Spółdzielnia MEGAPLON,"46-264 Krzywiczyny, ul. Wołczyńska 64B","jedna lokalizacja, adres j.w.",2018-08-01,2019-07-31,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/060/18,,685/7999/DD/17,Przedsiębiorstwo Handlowe JACEK Jacek Kobyliński,"08-331 Sabnie, ul. Główna 45","jedna lokalizacja , adres j.w.",2018-08-01,2019-07-31,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/0270,,797/7999/DD/18,"Rolniczy Zespół Spółdzielczy ""NYSA""","48-303 Nysa, Wyszków Śląski 46","jedna lokalizacja, adres j.w.",2018-08-01,2019-07-31,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",SGS Polska Sp. z o. o.,
expired,BVC/KZR/06318,,698/7999/DD/17,ZŁOTE ZIARNO Sp. z o.o,"01-015 Warszawa, Skwer Kardynała Stefana Wyszyńskiego 5, lok. 21","28-404 Kije, Wola Żydowska 67",2018-08-01,2019-07-31,Trading of biomass/  processed biomass with storage,Bureau Veritas Polska Sp. z o. o.,
expired,TNP KZR INiG/0113/4416/2016,,527/7999/DD/16,Grupa Producentów Rzepaku RICHTER Sp. z o.o.,"42-674 Zbrosławice, ul. Polna 20","47-134 Płużnica Wielka , ul. Strzelecka 2",2018-08-01,2019-07-31,"First collection  point, storage, incl. a group audit of farmers.",TÜV NORD Polska Sp. z o. o.,
expired,SGS/KZR/0187,,555/7999/DD/16,GLENCORE POLSKA Sp. z o.o.,"80-280 Gdańsk, ul. Cypriana Kamila Norwida 2","jedna lokalizacja, adres j.w.",2018-07-31,2019-07-30,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage;",SGS Polska Sp. z o. o.,
expired,DEKRA-710717008/2,,700/7999/DD/17,AD OILS Sp z o.o.,"02-057 Warszawa, ul. Filtrowa 68, lok 84","43-600 Jaworzno, ul. Chopina 94",2018-07-31,2019-07-30,,DEKRA Certification Sp. z o. o.,
expired,BCV/KZR/058/18,,712/7999/DD/17,TBS Bettina Kuźniar,"37-207 Gać, Białoboki 162/A","jedna lokalizacja, adres j.w.",2018-07-31,2019-07-30,,Bureau Veritas Polska Sp. z o. o.,
expired,BCV/KZR/054/18,,801/7999/DD/18,Spółdzielcza Grupa Producentów PLON w Siedliskach,"59-222 Miłkowice, Siedliska 4a","jedna lokalizacja , adres j.w.",2018-07-31,2019-07-30,"First collection  point, no storage, but with a group auditing of farmers",Bureau Veritas Polska Sp. z o. o.,
expired,RINA-KZR.INiG- 1026937-2018,,684/7999/DD/17,AGRO-FORTIS Sp. z o.o.,"55-216 Domaniów, Kończyce 9","jedna lokalizacja, adres j.w.",2018-07-31,2019-07-30,"First collection  point, no storage, but with a group auditing of farmers",,
expired,RINA-KZR.INiG- 1026568-2018,,805/7999/DD/18,GPR AGRO TEAM SP.Z O.O.,"59-516 Zagrodno,Grodziec 105","jedna lokalizacja , adres j.w.",2018-07-30,2019-07-29,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",,
expired,BVC/KZR/056/18,,537/7999/DD/16,Przedsiębiorstwo Handlowo Zaopatrzeniowe ZAPROL Sp. z o.o.,"59-222 Miłkowice, Ulesie 90D","59-225 Chojnów, Gołocin 23; 59-150 Grębocice, Retków 45",2018-07-29,2019-07-28,,Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710716021/2,,544/7999/DD/16,AGRO KONIN Sp. z o.o.,"62-045 Pniewy, Konin 26","jedna lokalizacja, adres j.w.",2018-07-28,2019-07-27,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",DEKRA Certification Sp. z o. o.,
expired,DEKRA-710716020/2,,543/7999/DD/16,EKO ROLA Sp. z o.o.,"62-045 Pniewy, Konin 26","jedna lokalizacja , adres j.w.",2018-07-28,2019-07-27,,DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/057/18,,504/7999/DD/16,Albert Wlaszczyk USŁUGI,"23-320 Batorz, Wola Studzieńska-Kolonia 14","jedna lokalizacja, adres j.w.",2018-07-28,2019-07-27,,Bureau Veritas Polska Sp. z o. o.,
expired,004796310046,,328/7999/DD/15,ROL-PREM Sp. z o.o. Sp. K.,"63-800 Gostyń, ul. Polna 44",63-810 Borek Wlkp. Karolew 3,2018-07-27,2019-07-26,,,
expired,004796310046,,328/7999/DD/15,ROL-PREM Sp. z o.o. Sp. K.,"63-800 Gostyń, ul. Polna 44",63-810 Borek Wlkp. Karolew 3,2018-07-27,2019-07-26,"First collection  point, storage, incl. a group audit of farmers.",,
expired,SGS/KZR/0219,,701/7999/DD/17,AGRO-Mursy ŁUKASZ TOMCZUK,"08-320 Sterdyń, Stare Mursy 5","jedna lokalizacja, adres j.w.",2018-07-25,2019-07-24,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage;",SGS Polska Sp. z o. o.,
expired,BVC/KZR/053/18,,664/7999/DD/17,CHEMILAND Sp. z o.o,"82-450 Stary Dzierzgoń, Lubochowo 219","jedna lokalizacja , adres j.w.",2018-07-25,2019-07-24,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/059/18,,699/7999/DD/17,Stanisław Fabrowski FAST-CHEM,"22-530 Mircze, ul. Kryłowska 10","jedna lokalizacja, adres j.w.",2018-07-25,2019-07-24,,Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/0079,,214/7999/DD/15,"P.H.U. ""BOTA"" -Tomasz Bojarski","21-050 Piaski, Kawęczyn 13","jedna lokalizacja, adres j.w.",2018-07-24,2019-07-23,,SGS Polska Sp. z o. o.,
expired,BVC/KZR/051/18,,290/7999/DD/15,Grupa Rzepak Sady Dolne Sp. z o.o.,"59-420 Bolków, Sady Dolne 16","jedna lokalizacja , adres j.w.",2018-07-24,2019-07-23,,Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710717006/1,,674/7999/DD/17,Spółdzielnia PERFEKT-ROL,"46-146 Domaszowice, ul. Strzelce 117","jedna lokalizacja , adres j.w.",2018-07-24,2019-07-23,,DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/055/18,,814/7999/DD/18,VERNET Sp. z o.o.,"00-019 Warszawa, ul. Złota 7/18","jedna lokalizacja , adres j.w.",2018-07-24,2019-07-23,,Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/0185,,547/7999/DD/16,BAYWA AGRO POLSKA Sp. z o.o.,"05-825 Grodzisk Mazowiecki, ul. Romualda Traugutta 42A","55-110 Prusice, ul.Kaszycka 3",2018-07-24,2019-07-23,,SGS Polska Sp. z o. o.,
expired,SGS/KZR/0223,,687/7999/DD/17,eCORN-Pol Ewa Rafalska,"21-075 Ludwin, Zezulin Niższy 33","jedna lokalizacja, adres j.w.",2018-07-24,2019-07-23,,SGS Polska Sp. z o. o.,
expired,BVC/KZR/050/18,,252/7999/DD/15,WAMPAK Sp. z o.o.,"55-340 Udanin, Udanin 14","jedna lokalizacja, adres j.w.",2018-07-24,2019-07-23,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,
expired,004796310030,,232/7999/DD/15,"Przedsiębiorstwo Handlowo-Promocyjne ""Agro-Efekt"" Sp. z o.o.","63-642 Perzów, Słupia 53","57-120 Wiązów, Częstocice 2b; 63-640 Bralin, Mnichowice 55b; 49-332 Olszanka, Olszanka 1; 46-113 Wilków,ul. Zbożowa 2; 56-504 Dziadowa Kłoda, Stradomia Dolna, ul. Wrocławska 8;48-100 Głubczyce, Ściborzyce Małe 94A; 57-160 Borów, Zielenice 81a; 63-410 Ostrów Wlkp. Czekanów Kołatajew 50e; 48-388 Kamiennik, Karłowice Wielkie",2018-07-23,2019-07-22,,,
expired,BVC/KZR/048/18,,303/7999/DD/15,PHU AGRO -PLUS Tadeusz Stadnik,"59-424 MĘCINKA, Małuszów 66","58-173 Roztoka, Jugowa 80; 59-400 Jawor,  ul. Wrocławska 19; 59-516 Zagrodno, Zagrodno",2018-07-23,2019-07-22,"First collection  point, storage, incl. a group audit of farmers",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/052/18,,815/7999/DD/18,Sady Dolne -Zboża Sp. z o.o.,"59-420 Bolków, Sady Dolne 16","jedna lokalizacja , adres j.w.",2018-07-23,2019-07-22,,Bureau Veritas Polska Sp. z o. o.,
expired,NC.138.23.2018.27.KZR,,305/7999/DD/15,"Grupa Producentów Rolnych ""NATURA""","59-411 Paszowice, ul. Sokola 31","jedna lokalizacja , adres j.w.",2018-07-23,2019-07-22,,Noble Cert Sp. z o. o.,
expired,DEKRA-710718007,,807/7999/DD/18,Grupa Producentów SDD Sp. z o.o.,"59-600 Lwówek Śląski,Sobota 54A","jedna lokalizacja , adres j.w.",2018-07-23,2019-07-22,,DEKRA Certification Sp. z o. o.,
expired,BVC/KZR/043/18,,808/7999/DD/18,Akvamar Invest s.r.o.,"702-00 Moravska Ostrava, ul. Podebradova 3213/63b, Czechy","jedna lokalizacja , adres j.w.",2018-07-23,2019-07-22,,Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/0120,,215/7999/DD/15,Jacek Wołoszyn,"67-240 Kotla, Ceber 11 lok. 1","jedna lokalizacja, adres j.w.",2018-07-22,2019-07-21,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",SGS Polska Sp. z o. o.,
expired,DEKRA-710716018/2,,526/7999/DD/16,BIELAWSKIE Zrzeszenie Producentów Rzepaku,"58-260 Bielawa, ul. Ceglana 8","jedna lokalizacja , adres j.w.",2018-07-22,2019-07-21,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",DEKRA Certification Sp. z o. o.,Certyfikat zawieszony od dnia 09.05.2019r. do 13.05.2019r.<br>Zawieszony od 09.08.2018r. do 29.10.2018r<br>
expired,DEKRA-710716019/2,,525/7999/DD/16,DZIERŻONIOWSKA Grupa Producentów Nasion Zbóż Sp. z o.o.,"58-260 Bielawa, ul. Ceglana 8","jedna lokalizacja , adres j.w.",2018-07-22,2019-07-21,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",DEKRA Certification Sp. z o. o.,Certyfikat zawieszony od dnia 09.05.2019r. do 13-05-2019r.<br><br>Zawieszony od 09.08.2018r. do 29.10.2018r.<br>
expired,BVC/KZR/045/18,,275/7999/DD/15,PNZ WÓJCIK Sp. z o.o. Sp. k.,"67-400 Wschowa, ul. Spokojna 1","jedna lokalizacja , adres j.w.",2018-07-21,2019-07-20,"First  collection point, storage,  incl. a  group audit of farmers; Trading of biomass/processed biomass witch storage.",Bureau Veritas Polska Sp. z o. o.,
expired,004796310031,,237/7999/DD/15,"ZAOPATRZENIE BUDOWNICTWA ""EFEKT"" Sp. z o.o.","46-146 Domaszowice, ul. Strzelecka 21","jedna lokalizacja, adres j.w.",2018-07-21,2019-07-20,"First collection  point, storage, incl. a group audit of farmers.",,
expired,SGS/KZR/0123,,300/7999/DD/15,GLENPORT Sp. z o.o.,"82-300 Elbląg, ul. Portowa 4","74-200 Pyrzyce, ul. Żwirki i Wigury 5; 82-300 Elbląg, ul. Portowa 4; 11-400 Kętrzyn, ul. Zbożowa 10; 72-121 Czarnogłowy, ul. Zakładowa 4; 21-044 Trawniki Trawniki 444; 64-500 Szamotuły, ul. Bolesława Chrobrego 3; 22-550 Werbkowice, ul. Przemysłowa 11;",2018-07-21,2019-07-20,,SGS Polska Sp. z o. o.,
expired,SGS/KZR/0217,,665/7999/DD/17,AGRO-SKUP Adam i Grzegorz Stasak Sp. c,"22-122 Leśniowice, Plisków-Kolonia 2","jedna lokalizacja, adres j.w.",2018-07-21,2019-07-20,,SGS Polska Sp. z o. o.,
expired,SGS/KZR/0111,,281/7999/DD/15,Firma Handlowo-Usługowa RAFAŁ BOBER,"87-140 Chełmża, Zelgno 5","jedna lokalizacja, adres j.w.",2018-07-21,2019-07-20,,SGS Polska Sp. z o. o.,
expired,BVC/KZR/046/18,,149/7999/DD/15,"Przedsiębiorstwo Handlowo Usługowe ""VENUS"" M. Zyga Sp. J.","05-870 Błonie, Marysinek 2a","jedna lokalizacja , adres j.w.",2018-07-21,2019-07-20,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage; Oil mill",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/047/18,,310/7999/DD/15,SOUFFLET POLSKA Sp. z o. o.,"61-285 Poznań, ul. Szwajcarska 13","62-130 Gołańcz, ul. Margonińska 8; 64-000 Kościan, ul. Gostyńska 59; 57-100 Strzelin, ul. Ząbkowice 80; 63-400 Ostrów Wielkopolski, ul. Wiejska 1",2018-07-21,2019-07-20,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/049/18,,206/7999/DD/15,START Przedsiębiorstwo Handlowo-Usługowe Renata Barczyk,"72-130 Maszewo, Przemocze 1B","jedna lokalizacja , adres j.w.",2018-07-21,2019-07-20,,Bureau Veritas Polska Sp. z o. o.,
expired,004796300028,,216/7999/DD/15,PPHU Paweł Gajdzik,"44-336 Jastrzębie Zdrój, ul. Klubowa 8","44-336 Jastrzebie Zdrój, ul. Rolnicza 5",2018-07-20,2019-07-19,,,
expired,KZR INiG CU - 854429/1,,682/7999/DD/17,Suszarnia MIĘDZYRZECZ S.A.,"66-300 Międzyrzecz, ul. Winnica 46","jedna lokalizacja , adres j.w.",2018-07-20,2019-07-19,,Control Union Poland Sp. z o. o.,
expired,SGS/KZR/0119,,314/7999/DD/15,MARPOL Marek Podczasi,"27-580 Sadowie, Biskupice 10","jedna lokalizacja, adres j.w.",2018-07-20,2019-07-19,,SGS Polska Sp. z o. o.,
expired,BVC/KZR/044/18,,280/7999/DD/15,KOM-PASZ Elżbieta Figiel,"24-220 Niedrzwica Duża, ul. Bełżycka 171","jedna lokalizacja, adres j.w.",2018-07-20,2019-07-19,,Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/042/18,,806/7999/DD/18,EUROENERGOCOMMERCE sp.z o.o.,"00-102 Warszawa, ul. Marszałkowska 115/349","jedna lokalizacja , adres j.w.",2018-07-20,2019-07-19,,Bureau Veritas Polska Sp. z o. o.,
expired,KZR INiG CU - 847662/2,,534/7999/DD/16,POL-TOR Sp. z o.o.,"48-314 Pakosławice, Pakosławice 86","57-130 Przeworno, Jegłowa, ul. Kasztanowa 3; 57-220 Ziębice, Chałupki 9; 58-124 Marcinowice, ul. Kolejowa 13",2018-07-19,2019-07-18,"First collection  point, storage, incl. a group audit of farmers.",Control Union Poland Sp. z o. o.,
expired,BVC/KZR/040/18,,528/7999/DD/16,4GRAIN Sp. z o.o.,"80-299 Gdańsk, ul. Wodnika 48","jedna lokalizacja, adres j.w.",2018-07-19,2019-07-18,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/0070,,686/7999/DD/17,ELEWATOR LEMIERZYCE Sp. z o.o.,"66-436 Słońsk, Lemierzyce, ul. Kosciuszki 65","jedna lokalizacja , adres j.w.",2018-07-19,2019-07-18,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",SGS Polska Sp. z o. o.,
expired,BVC/KZR/041/18,,523/7999/DD/16,Firma Handlowo-Usługowa ALEKSANDER PYRA,"59-516 Zagrodno, Zagrodno 38A","jedna lokalizacja, adres j.w.",2018-07-19,2019-07-18,,Bureau Veritas Polska Sp. z o. o.,
expired,NC.167.40.2018.26.KZR,,813/7999/DD/18,HANDEL ARTYKUŁAMI PRZEMYSŁOWYMI I SKUP ZBOŻA DARIUSZ DZIEDZIC,"22-652 Telatyn, Poturzyn 7","jedna lokalizacja, adres j.w.",2018-07-19,2019-07-18,,Noble Cert Sp. z o. o.,
expired,TNP KZR INiG/0144/4567/2017,,673/7999/DD/17,DEWROL Ewa Dominik,"57-200 Ząbkowice Śląskie, Braszowice 14","jedna lokalizacja , adres j.w.",2018-07-18,2019-07-17,,TÜV NORD Polska Sp. z o. o.,
expired,DEKRA-710716016/2,,484/7999/DD/16,AGROCENTRUM Sp. z o.o.,"47-100 Strzelce Opolskie, Księży Las 1 , Olszowa","jedna lokalizacja, adres j.w.",2018-07-18,2019-07-17,,DEKRA Certification Sp. z o. o.,
expired,KZR INiG CU - 847489/2,,520/7999/DD/16,AKRIS Przedsiębiorstwo Handlowe Krzysztof Szymczyk,"24-200 Bełżyce, ul. Przemysłowa 30G","jedna lokalizacja, adres j.w.",2018-07-18,2019-07-17,"First collection  point, storage, incl. a group audit of farmers.",Control Union Poland Sp. z o. o.,
expired,KZR INiG CU - 854560/1,,677/7999/DD/17,Zakład Handlowo Usługowy AGRO-MARWO Wojciech Pietrzak,"87-404 Radomin, Szczutowo 34","87-337 Wąpielsk, Ruszkowo 60",2018-07-18,2019-07-17,"First collection  point, storage, incl. a group audit of farmers.",Control Union Poland Sp. z o. o.,
expired,BVC/KZR/036/18,,499/7999/DD/16,BRATROL Sp. z o.o.,"37-565 Roźwienica, Cząstkowice 1","37-205 Zarzecze, Rożniatów 15A",2018-07-18,2019-07-17,,Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/035/18,,298/7999/DD/15,SOBIANEK Sp. z o.o.,"21-200 Parczew, ul. Polna 70","21-222 Podedwórze, Podedwórze 47D",2018-07-17,2019-07-16,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,Certyfikat zawieszony od dnia 09.05.2019r. do 14.05.2019r.
expired,RINA-KZR.INiG- 1022377-2018,,240/7999/DD/15,"Przedsiębiorstwo Handlowo-Usługowe ""PAWROL"" Grzegorz Szczepan Pawlak","06-400 Ciechanów, ul. Działkowa 4","09-130 Baboszewo, ul. Glinojecka 9",2018-07-17,2019-07-16,,,
expired,DEKRA-710718006,,666/7999/DD/17,AGROMUND Sp. z o.o,"46-100 Namysłów, ul. Piłsudskiego 25","46-112 Świerczów, Dąbrowa, ul. Kasztanowa 5",2018-07-17,2019-07-16,,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710715037/3,,276/7999/DD/15,AGRO-ESTRY S.C.,"37-630 Oleszyce, ul. Nasienna 11","jedna lokalizacja, adres j.w.",2018-07-17,2019-07-16,,DEKRA Certification Sp. z o. o.,
expired,SGS/KZR/0109,,282/7999/DD/15,"Przedsiębiorstwo Produkcyjno Handlowo Usługowe ""MIRPOL"" Mirosław Marian Król","11-130 Orneta, ul. Przemysłowa 21B","11-130 Orneta, ul. Przemysłowa 37",2018-07-17,2019-07-16,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",SGS Polska Sp. z o. o.,
expired,SGS/KZR/0106,,262/7999/DD/15,P.W. PERFEKT Tomasz Olszak,"22-554 Trzeszczany, Nieledew 270","22-554 Nieledew, Nieledew 115A; 22-554 Mołodiatycze, Mołodiatycze 154",2018-07-16,2019-07-15,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",SGS Polska Sp. z o. o.,
expired,BVC/KZR/034/18,,236/7999/DD/15,KOZERA Sp. z o.o.,"46-146 Domaszowice, ul. Strzelecka 15","jedna lokalizacja, adres j.w.",2018-07-16,2019-07-15,"Individual  agricultural production and sale excluding storage; First collection point,  no storage, incl. a group audit of farmers; Trading of biomass / processed  biomass without storage.",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/038/18,,278/7999/DD/15,FIRMA HANDLOWA AGATOM Agata Skowrońska,"87-704 Bądkowo, Jaranowo 1","jedna lokalizacja, adres j.w.",2018-07-15,2019-07-14,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/032/18,,302/7999/DD/15,"""AGRO-PLON"" Elżbieta Woycicka","14-100 Ostróda, ul. Olsztyńska 45","13-200 Działdowo, ul. Grunwaldzka 45; 82-110 Sztutowo, Łaszka 10;",2018-07-15,2019-07-14,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/033/18,,249/7999/DD/15,Spółdzielnia Kółek Rolniczych,"55-080 Kąty Wrocławskie, ul. Spółdzielcza 4","55-080 Kąty Wrocławskie, ul. Norwida 5",2018-07-15,2019-07-14,"First collection  point, storage, incl. a group audit of farmers.",Bureau Veritas Polska Sp. z o. o.,
expired,SGS/KZR/0215,,670/7999/DD/17,Przedsiębiorstwo Wielobranżowe AVENA Robert Prus,"62-400 Słupca, Cienin Zaborny 70","jedna lokalizacja , adres j.w.",2018-07-14,2019-07-13,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",SGS Polska Sp. z o. o.,
expired,SGS/KZR/0213,,662/7999/DD/17,"Gminna Spółdzielnia ""Samopomoc Chłopska "" w Łysomicach","87-148 Łysomice, Turzno, Toruńska 27","jedna lokalizacja , adres j.w.",2018-07-14,2019-07-13,"First collection  point, storage, incl. a group audit of farmers.",SGS Polska Sp. z o. o.,
expired,BVC/KZR/039/18,,148/7999/DD/15,Procam Polska Sp. z o.o.,"ul. Nowy Świat 42/44, 80-299 Gdańsk","jedna lokalizacja, adres j.w.",2018-07-14,2019-07-13,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",Bureau Veritas Polska Sp. z o. o.,
expired,BVC/KZR/037/18,,259/7999/DD/15,"ZRZESZENIE PRODUCENTÓW ""ZBOŻA POLSKIE""","68-100 Żagań, ul. Piłsudskiego 23","jedna lokalizacja, adres j.w.",2018-07-14,2019-07-13,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",Bureau Veritas Polska Sp. z o. o.,
expired,004796313258,,498/7999/DD/16,DELTA-GAS GROUP Sp. z o.o.,"00-409 Warszawa, ul. Solec 63","Baza Paliw nr 22, 21-540 Małaszewicze; Ul. Monopolowa 4, 01-501 Wrocław; Ul. Szkolna 15, 47-225 Kędzierzyn Koźle",2018-07-14,2019-07-13,Trade in biomass/  processed biomass with storage; Trading biofuel/fuel with biocomponents with  storage; Blends with convectional fuel and introduction on the  market(specifythe biocomponents used),,
expired,SGS/KZR/0098,,246/7999/DD/15,Grupa Producentów Agro-TaK Sp. z o.o.,"59-516 Zagrodno, Modlikowice 58","jedna lokalizacja, adres j.w.",2018-07-14,2019-07-13,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",SGS Polska Sp. z o. o.,
expired,SGS/KZR/0099,,131/7999/DD/15,SPÓŁDZIELNIA EURO-PLON 2,"64-130 Rydzyna, Rynek 7","jedna lokalizacja, adres j.w.",2018-07-14,2019-07-13,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",SGS Polska Sp. z o. o.,
expired,SGS/KZR/0097,,251/7999/DD/15,"P.H.U. ""AGRIPEST"" Marcin Przychodzeń","59-424 Męcinka, Męcinka 24","jedna lokalizacja, adres j.w.",2018-07-14,2019-07-13,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage.",SGS Polska Sp. z o. o.,Zawieszony od dnia 09.08.2018 r. do dnia 21.08.2018 r.<br><br>Zawieszony od 04.02.2019 r. do 22.05.2019 r.
expired,DEKRA-710716015/2,,500/7999/DD/16,Usługi Rolnicze Dawid Sekieta,"48-100 Głubczyce, ul. I Armii Wojska Polskiego 5","jedna lokalizacja , adres j.w.",2018-07-14,2019-07-13,,DEKRA Certification Sp. z o. o.,
expired,KZR INiG CU - 853660/01,,655/7999/DD/17,TDM Sp. z o.o.,"64-113 Osieczna,Kąkolewo, ul. Jabłonkowa 1C","jedna lokalizacja, adres j.w.",2018-07-13,2019-07-12,"First collection  point, no storage, but with a group auditing of farmers; Trading of biomass/  processed biomass without storage",Control Union Poland Sp. z o. o.,
expired,BVC/KZR/028/18,,510/7999/DD/16,Firma Handlowo-Usługowa SŁAWOMIR MICHAŁEK,"23-320 Batorz, Batorz Pierwszy 65a","jedna lokalizacja, adres j.w.",2018-07-12,2019-07-11,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage",Bureau Veritas Polska Sp. z o. o.,
expired,KZR INiG CU - 847546/2,,509/7999/DD/16,SAKO Sp. z o.o.,"23-100 Bychawa, Bychawka Druga 84","23-114 Jabłonna, Jabłonna Druga",2018-07-11,2019-07-10,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage",Control Union Poland Sp. z o. o.,Zawieszony od 09.08.2018r. do 04.10.2018r.
expired,DEKRA-710716014/2,,494/7999/DD/16,Spółdzielcza Grupa Producencka KRESY,"37-600 Lubaczów, ul. Wyszyńskiego 31","37-627 Wielkie Oczy, ul. Łukawiecka 52",2018-07-11,2019-07-10,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage",DEKRA Certification Sp. z o. o.,
expired,DEKRA-710717005/1,,668/7999/DD/17,Spółdzielnia FarmGroup,"46-113 Wilków, ul. Główna 24, Pągów","jedna lokalizacja , adres j.w.",2018-07-11,2019-07-10,,DEKRA Certification Sp. z o. o.,
expired,NC.166.39.2018.25.KZR,,671/7999/DD/17,Grupa Producentów Zbóż i Rzepaku TANEW Sp. z o.o,"37-610 Narol, ul. Pałacowa 3","37-610 Narol, Lipie 57; 37-610 Narol, Wola Wielka 15; 22-600 Tomaszów Lubelski, Rabinówka 167; 37-562 Rokietnica,Czelatyce 47;37-562 Rokietnica, Rokietnica 274",2018-07-11,2019-07-10,"First collection  point, storage, incl. a group audit of farmers.",Noble Cert Sp. z o. o.,
expired,SGS/KZR/0091,,263/7999/DD/15,Spółdzielnia Kółek Rolniczych w Rogóźnie,"86-318 Rogóźno, Rogóźno 16A","jedna lokalizacja , adres j.w.",2018-07-10,2019-07-09,,SGS Polska Sp. z o. o.,
expired,BVC/KZR/029/18,,213/7999/DD/15,"Agata Gawor Przedsiębiorstwo Handlowo-Usługowe ""GAWOR""","48-319 Chróścina, Stary Grodków 60A","49-200 Grodków, ul. Wrocławska 70",2018-07-10,2019-07-09,"First collection  point, storage, incl. a group audit of farmers; Trading of biomass/processed  biomass with storage",Bureau Veritas Polska Sp. z o. o.,
expired,DEKRA-710718005,,809/7999/DD/18,"Grupa Producencka ""Bro- Węg"" Sp. z o.o.",98-113 Buczek;ul.Główna 67,"jedna lokalizacja , adres j.w.",2018-07-10,2019-07-09,"First collection  point, storage, incl. a group audit of farmers.",DEKRA Certification Sp. z o. o.,
expired,DEKRA-710715036/3,,296/7999/DD/15,TIMAGROS Sp. z o.o,"49-340 Lewin Brzeski, ul. Moniuszki 29/7","49-340 Lewin Brzeski,ul.S. Moniuszki 29/7,49-125 Skorogoszcz, Borkowice 30",2018-07-10,2019-07-09,,DEKRA Certification Sp. z o. o.,
expired,DEKRA-710615034/3,,295/799/DD/15,"Przedsiębiorstwo Handlowo Usługowe ""TRAVER"" Waldemar Gąsiorowski","58-230 Niemcza, Kietlin 22","58-203 Dzierżoniów, Kiełczyn 14a",2018-07-09,2019-07-08,,DEKRA Certification Sp. z o. o.,
